"path","total_conversions","total_null"
"Email1>Email2>display2>Email2>display2>generics2>Email2>Email3>display3",0,1
"Email1>Email2>display2>Email2>display2>Mailer2",0,4
"Email1>Email2>display2>Email2>display2>Mailer2>display2>Email2",2,1
"Email1>Email2>display2>Email2>display2>Mailer2>Email2>Email3>Mailer3>Email3>generics3",0,1
"Email1>Email2>display2>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>display2>Mailer2>Email2>Mailer2>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>display2>Mailer3>Email3>display3>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>display3",0,4
"Email1>Email2>display2>Email2>display3>Email3",0,10
"Email1>Email2>display2>Email2>display3>Email3>display3>Email3",0,1
"Email1>Email2>display2>Email2>display3>Email3>display3>Email3>display3",0,2
"Email1>Email2>display2>Email2>display3>Email3>display3>Email3>display3>Email3",0,3
"Email1>Email2>display2>Email2>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3",0,2
"Email1>Email2>display2>Email2>display3>Email3>generics3>Email3",0,1
"Email1>Email2>display2>Email2>Email3",0,881
"Email1>Email2>display2>Email2>Email3>competitors3>Email3",0,2
"Email1>Email2>display2>Email2>Email3>competitors3>Email3>competitors3>Email3>display3",1,0
"Email1>Email2>display2>Email2>Email3>competitors3>Email3>display3",0,2
"Email1>Email2>display2>Email2>Email3>display3",0,6
"Email1>Email2>display2>Email2>Email3>display3>Email3",0,49
"Email1>Email2>display2>Email2>Email3>display3>Email3>display3",0,4
"Email1>Email2>display2>Email2>Email3>display3>Email3>display3>Email3",0,8
"Email1>Email2>display2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3",0,3
"Email1>Email2>display2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3",2,1
"Email1>Email2>display2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",1,0
"Email1>Email2>display2>Email2>Email3>generics3",0,1
"Email1>Email2>display2>Email2>Email3>generics3>display3>generics3>Email3",0,2
"Email1>Email2>display2>Email2>Email3>generics3>Email3",0,5
"Email1>Email2>display2>Email2>Email3>generics3>Email3>display3>Email3",0,3
"Email1>Email2>display2>Email2>Email3>Mailer3>Email3",2,0
"Email1>Email2>display2>Email2>Email3>Mailer3>Email3>Post Card3",0,1
"Email1>Email2>display2>Email2>generics2>display2>Email2>display2>Email2>Email3",1,1
"Email1>Email2>display2>Email2>generics2>Email2",1,2
"Email1>Email2>display2>Email2>generics2>Email2>display2>Email2",1,0
"Email1>Email2>display2>Email2>generics2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3",1,0
"Email1>Email2>display2>Email2>generics2>Email2>Email3",0,3
"Email1>Email2>display2>Email2>generics2>Email2>Email3>display3>Email3",0,2
"Email1>Email2>display2>Email2>generics2>Email2>generics2>display2>competitors2>Email2",0,1
"Email1>Email2>display2>Email2>generics2>Email2>generics2>Email2>Email3",1,1
"Email1>Email2>display2>Email2>generics2>Email2>generics2>Email2>generics2>Email2>generics2>Email2>Email3",0,2
"Email1>Email2>display2>Email2>generics2>Email2>social paid2>Email2>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2",2,1
"Email1>Email2>display2>Email2>Mailer2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>display3>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>display2>Email2>display2>Mailer3>Email3>display3>Email3",1,2
"Email1>Email2>display2>Email2>Mailer2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>display2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,0
"Email1>Email2>display2>Email2>Mailer2>Email2",3,0
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2",1,0
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3>display3>Email3>display3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>display3>Email3>display3>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>generics2>display2>generics2>display2>Email2",1,0
"Email1>Email2>display2>Email2>Mailer2>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>display3>Email3>display3>Email3>display3>Email3>Mailer3>Email3>display3>Email3>display3>Email3>display3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Email3",0,3
"Email1>Email2>display2>Email2>Mailer2>Email2>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>generics2>Email2>generics2>Mailer2>display2>Mailer2>Email2>Mailer2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2",1,3
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>display2>Email2>display2>Email2>Mailer2",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2",1,0
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Email3",1,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3",1,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,9
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3>display3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>display3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,4
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,3
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>display3>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,4
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,7
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3",1,0
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3",1,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>display3>Email3>display3>Mailer3>Email3",2,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,5
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3",0,2
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>social paid2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>display3>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email3",0,1
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer2>Mailer3>Email3",0,5
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3",0,3
"Email1>Email2>display2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,3
"Email1>Email2>display2>Email2>Mailer2>Email3",0,4
"Email1>Email2>display2>Email2>Mailer2>Email3>Mailer3",0,1
"Email1>Email2>display2>Email2>Mailer3",0,1
"Email1>Email2>display2>Email2>Mailer3>Email3",0,2
"Email1>Email2>display2>Email3",0,80
"Email1>Email2>display2>Email3>display3>Email3",2,4
"Email1>Email2>display2>generics2>display2>Email2>display2>Email2>display2>Email2>display2>Email3>display3",1,1
"Email1>Email2>display2>generics2>display2>Email2>display3>Email3",0,1
"Email1>Email2>display2>generics2>Email2",0,2
"Email1>Email2>display2>generics2>Email2>Email3",0,1
"Email1>Email2>display2>generics3>Email3",0,1
"Email1>Email2>display2>Mailer2",0,2
"Email1>Email2>display2>Mailer2>display2>Email2>display2>Email2>generics2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2",0,1
"Email1>Email2>display2>Mailer2>display2>Mailer2",1,0
"Email1>Email2>display2>Mailer2>display3>Mailer3>Email3",0,2
"Email1>Email2>display2>Mailer2>Email2>display2>Mailer3",0,1
"Email1>Email2>display2>Mailer2>Email2>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Mailer2>Email2>Mailer2>display2>Mailer2>Mailer3",0,1
"Email1>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3",0,1
"Email1>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3>display3>Email3",1,1
"Email1>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,0
"Email1>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3",0,3
"Email1>Email2>display2>Mailer2>Email2>Mailer2>Email3",0,2
"Email1>Email2>display2>Mailer2>Email2>Mailer2>Mailer3>Email3",0,1
"Email1>Email2>display2>Mailer2>Email2>Mailer3",0,1
"Email1>Email2>display2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>display2>Mailer2>Email3",0,3
"Email1>Email2>display2>Mailer2>Email3>display3>Email3>display3>Email3>display3",1,0
"Email1>Email2>display2>Mailer2>Mailer3",0,3
"Email1>Email2>display2>Mailer3",0,4
"Email1>Email2>display2>Mailer3>Email3",0,2
"Email1>Email2>display2>social organic2>Email2>Email3",0,2
"Email1>Email2>display2>social paid2>Email2>display2>social paid2",0,3
"Email1>Email2>display3",2,51
"Email1>Email2>display3>competitors3",0,2
"Email1>Email2>display3>Email3",1,42
"Email1>Email2>display3>Email3>display3",1,2
"Email1>Email2>display3>Email3>display3>Email3",0,6
"Email1>Email2>Email3",24,46810
"Email1>Email2>Email3>competitors3",1,1
"Email1>Email2>Email3>competitors3>display3",0,2
"Email1>Email2>Email3>competitors3>display3>Email3",0,3
"Email1>Email2>Email3>competitors3>display3>Email3>display3>Email3",0,1
"Email1>Email2>Email3>competitors3>Email3",1,16
"Email1>Email2>Email3>competitors3>Email3>display3>Email3>display3>Email3",0,1
"Email1>Email2>Email3>display3",5,59
"Email1>Email2>Email3>display3>competitors3>Email3",1,2
"Email1>Email2>Email3>display3>Email3",8,318
"Email1>Email2>Email3>display3>Email3>display3",4,4
"Email1>Email2>Email3>display3>Email3>display3>Email3",5,42
"Email1>Email2>Email3>display3>Email3>display3>Email3>competitors3>Email3>competitors3>display3>Email3>competitors3>Email3",0,2
"Email1>Email2>Email3>display3>Email3>display3>Email3>display3",0,6
"Email1>Email2>Email3>display3>Email3>display3>Email3>display3>Email3",0,5
"Email1>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",2,1
"Email1>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,1
"Email1>Email2>Email3>display3>Email3>display3>Email3>display3>generics3>display3>generics3>display3",1,0
"Email1>Email2>Email3>display3>Email3>display3>generics3>display3>Email3",1,1
"Email1>Email2>Email3>display3>Email3>generics3>display3",0,2
"Email1>Email2>Email3>display3>Email3>generics3>Email3",1,4
"Email1>Email2>Email3>display3>Email3>social paid3>Email3",0,1
"Email1>Email2>Email3>generics3",0,9
"Email1>Email2>Email3>generics3>display3",0,5
"Email1>Email2>Email3>generics3>display3>Email3",1,11
"Email1>Email2>Email3>generics3>display3>Email3>display3",0,2
"Email1>Email2>Email3>generics3>display3>generics3>Email3",0,3
"Email1>Email2>Email3>generics3>Email3",0,33
"Email1>Email2>Email3>generics3>Email3>display3>Email3>display3>Email3>display3>Email3>display3",0,1
"Email1>Email2>Email3>generics3>Email3>generics3>Email3",1,1
"Email1>Email2>Email3>Mailer3",0,41
"Email1>Email2>Email3>Mailer3>Email3",0,80
"Email1>Email2>Email3>Mailer3>Email3>Mailer3",0,3
"Email1>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,24
"Email1>Email2>Email3>social paid3>Email3",2,1
"Email1>Email2>generics2",0,17
"Email1>Email2>generics2>competitors2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,2
"Email1>Email2>generics2>display2",1,1
"Email1>Email2>generics2>display2>Email2",0,2
"Email1>Email2>generics2>display2>Email2>display2>Email2",2,1
"Email1>Email2>generics2>display2>Email2>display2>Email2>Email3",0,2
"Email1>Email2>generics2>display2>Email2>display2>Email2>generics2>Email3",0,1
"Email1>Email2>generics2>display2>Email2>Email3",0,6
"Email1>Email2>generics2>Email2",0,11
"Email1>Email2>generics2>Email2>competitors2>Email2>Email3",0,3
"Email1>Email2>generics2>Email2>display2>Email2>display2",2,0
"Email1>Email2>generics2>Email2>display2>Email2>display2>Email2",2,0
"Email1>Email2>generics2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2",2,0
"Email1>Email2>generics2>Email2>display2>Email2>Email3",1,10
"Email1>Email2>generics2>Email2>display2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3",0,1
"Email1>Email2>generics2>Email2>Email3",1,99
"Email1>Email2>generics2>Email2>Email3>display3>Email3",0,3
"Email1>Email2>generics2>Email2>Email3>generics3",0,2
"Email1>Email2>generics2>Email2>Email3>generics3>Email3",0,4
"Email1>Email2>generics2>Email2>generics2>display2>Email2>display2>Email2>display2",1,1
"Email1>Email2>generics2>Email2>generics2>display2>Email2>Email3",1,0
"Email1>Email2>generics2>Email2>generics2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2",1,0
"Email1>Email2>generics2>Email2>generics2>Email2>Email3",2,6
"Email1>Email2>generics2>Email2>generics2>Email2>generics2>Email2>Email3",0,2
"Email1>Email2>generics2>Email2>generics2>Mailer2>Mailer3",1,1
"Email1>Email2>generics2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>generics2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>generics2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>display2>Email2>display3>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>generics2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,3
"Email1>Email2>generics2>Email2>Mailer2>Email2>Mailer2>Email3",1,1
"Email1>Email2>generics2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3",0,1
"Email1>Email2>generics2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>generics2>Email3",0,8
"Email1>Email2>generics2>Mailer2",1,1
"Email1>Email2>generics2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>generics2>Mailer2>Mailer3>competitors3",0,1
"Email1>Email2>generics2>Mailer3",0,1
"Email1>Email2>generics3",0,8
"Email1>Email2>generics3>display3>Email3",0,2
"Email1>Email2>generics3>display3>generics3",0,2
"Email1>Email2>generics3>display3>Mailer3",1,2
"Email1>Email2>generics3>Email3",1,5
"Email1>Email2>Mailer2",2,987
"Email1>Email2>Mailer2>competitors3",1,1
"Email1>Email2>Mailer2>display2",1,0
"Email1>Email2>Mailer2>display2>Email2",1,1
"Email1>Email2>Mailer2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>display2>Email2>display2>Email2>Mailer2>display2>Email2>Email3",0,1
"Email1>Email2>Mailer2>display2>Email2>display2>generics2>Email2>Mailer2>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>display2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3",1,2
"Email1>Email2>Mailer2>display2>Email2>Mailer2>Email3>Mailer3",0,2
"Email1>Email2>Mailer2>display2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>display2>Email3>Mailer3>Email3>Mailer3>Email3>display3>Email3",0,2
"Email1>Email2>Mailer2>display2>Mailer2",0,2
"Email1>Email2>Mailer2>display2>Mailer2>display2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,4
"Email1>Email2>Mailer2>display2>Mailer2>display2>Email2>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>display2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>display2>Mailer2>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>display3",0,4
"Email1>Email2>Mailer2>Email2",7,183
"Email1>Email2>Mailer2>Email2>competitors2>Email2>Email3",1,0
"Email1>Email2>Mailer2>Email2>competitors2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,0
"Email1>Email2>Mailer2>Email2>competitors2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>competitors2>Email2>Mailer2>Email2>Mailer2>Email3>Mailer3>Email3>Mailer3>Email3>display3>Email3",0,1
"Email1>Email2>Mailer2>Email2>competitors3>Email3>Mailer3",0,2
"Email1>Email2>Mailer2>Email2>display2",1,0
"Email1>Email2>Mailer2>Email2>display2>Email2>display2",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2",2,0
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2",1,0
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,3
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>display3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3",2,0
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,2
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email3",1,1
"Email1>Email2>Mailer2>Email2>display2>Email2>display2>Email3>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>Email2>display2>Email2>display3>competitors3>display3",1,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Email3",0,6
"Email1>Email2>Mailer2>Email2>display2>Email2>Email3>display3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,0
"Email1>Email2>Mailer2>Email2>display2>Email2>generics2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>display3",0,2
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2",2,0
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,0
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",2,0
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3",1,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,2
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3>competitors3>display3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>display2>Email2>generics2>Email2>display3>Mailer3>Email3>display3>Mailer3>Email3>display3>generics3>display3>Email3>display3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>display3>Mailer3>Email3>display3>Email3",1,2
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3>display3>Email3",1,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,7
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,5
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>social paid2>Email2>Mailer2>Email2>Mailer2>Email2>social paid2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3>display3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer3>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,4
"Email1>Email2>Mailer2>Email2>display2>Email2>Mailer3>Email3>Mailer3>Email3",1,1
"Email1>Email2>Mailer2>Email2>display2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,2
"Email1>Email2>Mailer2>Email2>display2>Mailer2>Email2>display2>Email2>Email3",0,1
"Email1>Email2>Mailer2>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3",1,0
"Email1>Email2>Mailer2>Email2>display2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"Email1>Email2>Mailer2>Email2>display2>Mailer2>Email2>Mailer2>Email3",0,1
